WorkerId,na.pct,n,implausible,plausible,Answer.English,Answer.country,Answer.proficiency1,Answer.proficiency2,WorkTimeInSeconds,Answer.answer,HITId,AssignmentStatus,AssignmentId,filler.left,filler.right,diff
A2QI7E49C9VLQ7,0.018518519,54,4.625,4.625,,,"When I was younger, I would go to school and study","It's raining tomorrow, so i will not go to the office",2764,GOOD,3WRAAIUSBJZTUBAAKXRLSLVLKFTAXX,Approved,34T446B1C0EBCKZQR136EMTKVQZC0Y,7,1,0
A2QTHPW752A2WX,0,54,5.875,5.5,yes,USA,"When I was younger, I would go to school and shopping mall","It's raining tomorrow, so i bought a umbrella",1261,Good survey.,3D5G8J4N5A465I4OQIHKZ5OSST5TVX,Approved,35GMH2SV3EHBCZBNPDBCUBP5E5TEOK,7,1,-0.375
A2R02DYCDLY75U,0,54,1.5,6.625,yes,USA,"When I was younger, I would go to school and hope for a surprise assembly.","It's raining tomorrow, so I'll have to plan accordingly.",799,{},3SR6AEG6W5TX438YVZNFSLPYZGCYH1,Approved,3A0EX8ZRN8OPZA35L9IKVUHMPIFBYS,7,1,5.125
A2R0YYUAWNT7UD,0,54,2.375,4.75,yes,USA,"When I was younger, I would go to school and learn to spell big words.","It's raining tomorrow, so bring your umbrella.",2371,{},38B7Q9C28G526DG9R44VWD7HHTC69K,Approved,3ZSY5X72NXB0L3GSBJVCTIOOTUIOR6,7,7,2.375
A2R9OK4M877ZCC,0,54,1.375,6.625,,USA,"When I was younger, I would go to school and show my friends my new outfit.","It's raining tomorrow, so we will have to move the party indoors.",2772,Thanks,3ECKRY5B1QWX5OTNX37J64ZF5NVIZ5,Approved,3ATTHHXXWAOAMDR1MNOZY3EQI24IX1,1,1,5.25
A2RVFMCKSSEHDV,0,54,1.6,6.3,yes,USA,"When I was younger, I would go to school and play with my friends.","It's raining tomorrow, so I have to take an umbrella.",1411,none,3L21G7IH47WM0SNKTAKU0Y9RIRGY12,Approved,3WQ3B2KGE8GS94S29KBBH76CIX5B1T,7,1,4.7
A2S4M32VW9AP5G,0,54,5.5,5.8,yes,USA,"When I was younger, I would go to school and Play Football at evening.","It's raining tomorrow, so I don't go outside.",231,{},3URJ6VVYUPNRYDG1A5UYW5ISG1RO4U,Approved,3U4J9857OEB6KQ74Y0SKIHXPLJ67BN,7,1,0.3
A2T1LNI80EPOQR,0,54,1,7,yes,USA,"When I was younger, I would go to school and talk to my friends","It's raining tomorrow, so I'm going to stay inside",3344,{},3ZQA3IO31BRA6EJINNBWY7BP4HHO1H,Approved,3PJ71Z61R429LBD5B0XFQ1BMUX291H,7,1,6
A2T675UCHNTSSW,0,54,1.625,6.125,yes,USA,"When I was younger, I would go to school and learn about many subjects.","It's raining tomorrow, so I will carry an umbrella.",2065,{},33W1NHWFYHLNE29YRF6NKB1OG4BTZX,Approved,3PMBY0YE273T8EN3RXMZ7XUDYUTC9A,7,1,4.5
A2TVJTQ4VXATE6,0,54,2.125,6.25,yes,USA,"When I was younger, I would go to school and do my homework.","It's raining tomorrow, so I will bring an umbrella",1068,{},39RRBHZ0AU12RUDNWA62LTP9DPRVZF,Approved,3M0NZ3JDP1YNFKW1GLTQ6FQWLGYZ57,7,1,4.125
A2U5DWGXEAIWYE,0.018518519,54,3.75,4.714285714,yes,USA,"When I was younger, I would go to school and hangout with friends and eat pizza.","It's raining tomorrow, so I can't go out and play with my friends.",1012,{},3UUIU9GZC55P7OP9KRZ7V7UTF545T3,Approved,3W8CV64QJ2ZKPMYJDP00IORTBMY9HG,7,1,0.964285714
A2UETT92P31OCW,0,54,1,7,yes,USA,"When I was younger, I would go to school and complete all my classwork","It's raining tomorrow, so I will go outside and enjoy the sun today",1493,{},3TCFMTM8HEOWZ7UD0PDZRU8M3CM12P,Approved,3G5W44VEU7IQ6MMZXG97NXT87GXGKI,7,1,6
A2UIGDOLX5RV95,0,54,3,6.25,yes,USA,"When I was younger, I would go to school and learn about historical events.","It's raining tomorrow, so I need to take an umbrella with me.",1514,{},3IVEC1GSLPZW53SL7AJRQBU35N81JC,Approved,3IAEQB9FMEKEP26PK4R25NK6HVQDW1,7,1,3.25
A2UISTPVTDPOOG,0,54,1.6,6.7,yes,USA,"When I was younger, I would go to school and talk to my friends instead of doing work","It's raining tomorrow, so I am going to stay in the house and relax",1353,{},33EEIIWHK77TD2CW9ENPU0D58M6VQL,Approved,36AHBNMV1RCIE71PZ59QQK5MS3RYDM,7,1,5.1
A2UZC574AOQP00,0,54,4.75,5.875,yes,USA,"When I was younger, I would go to school and little scared on the first day","It's raining tomorrow, so schools are holiday",1818,good,3DW3BNF1GHIN7YC0NK6P89S5EGKV8A,Approved,3MX2NQ3YC9UYAPWMF3559UALDGY5XE,7,1,1.125
A2V27A9GZA1NR2,0,54,1.3,6.2,yes,USA,"When I was younger, I would go to school and learn very important things.","It's raining tomorrow, so I'll better stay at home.",581,Thank You !,3X0EMNLXEPP8DQBH9180UVNV3QKVPU,Approved,3JPSL1DZ5SZQ41UZ8T9DJ3Z93GPAN5,7,1,4.9
A2VE2JM0RFYIOU,0.018518519,54,3.857142857,6.875,yes,USA,"When I was younger, I would go to school and chess class","It's raining tomorrow, so there is a chance for holiday",1265,{},336OE47KI2KYXZ8ILNMVMPVRWNNVWP,Approved,3EFVCAY5L39G2NAZWXX7U5CX48KJ86,7,1,3.017857143
A2VO8C41JJIQY9,0.018518519,54,1.5,5.428571429,no,USA,"When I was younger, I would go to school and play soccer with my classmates.","It's raining tomorrow, so I will be staying at home.",1252,{},3J9UN9O9J3SWYE73BRFRC6BT0V20J8,Approved,3PWWM24LHSYGWRCRPCRFVOQG2XY828,7,1,3.928571429
A2VRDE2FHCBMF8,0,54,2.5,7,no,USA,"When I was younger, I would go to school and do my homework","It's raining tomorrow, so I won't be leaving home",321,"Thank you very much for this HIT, and best of luck with your research",33K3E8REWWVFBNHVNZ77WUPQURT8XR,Approved,3CCZ6YKWR7J89TEOCNZRTRO36D795Z,5,1,4.5
A2WHC086WNUQNB,0,54,2.5,7,yes,USA,"When I was younger, I would go to school and learn math and science.","It's raining tomorrow, so I will be sure to bring my umbrella.",1937,Thank you - it was fun,3VDVA3ILIDFME12KZ4YOTY2NDVR1G8,Approved,3H7XDTSHKCRH1MGGMUSAB8N3UN6GWE,7,1,4.5
A2XG2J3QQPIJ4C,0,54,3.75,4.375,yes,USA,"When I was younger, I would go to school and used to learn.","It's raining tomorrow, so we have to reschedule the meeting.",795,"No Comments, Thank you.",3ZZAYRN1I6RBFYVRP6V64DUKW08TOV,Approved,30MVJZJNHMDGGST91P3LU178OE29JL,7,1,0.625
A2XK59FYAFO9EX,0,54,1.3,6.3,yes,USA,"When I was younger, I would go to school and study really hard.","It's raining tomorrow, so I need to bring an umbrella.",699,{},308KJXFUJR6MDU1QFNQO3IAF7J4TAW,Approved,3L4PIM1GQTGCFHKUH64AV9MQ74GYRQ,7,1,5
A2XNLWE8B2EG2L,0.018518519,54,6.5,6.5,yes,USA,"When I was younger, I would go to school and to play cricket in playground.","It's raining tomorrow, so I would not play soccer.",2237,Nice survey.,3D5G8J4N5A465I4OQIHKZ5OSST5VTZ,Approved,386CSBG1OZMAKWVOY8KI7SSSC8M6QY,1,1,0
A2XQ3CFB5HT2ZQ,0.037037037,54,1,5.875,yes,USA,"When I was younger, I would go to school and bring my backpack and lunch.","It's raining tomorrow, so I must remember my umbrella.",2475,{},30Z7M1Q8UYK3FA92CPFTCMEST6K8AN,Approved,33F859I566D3DFDGB9EW9UMJZM1BHS,7,1,4.875
A2Y0WNHMT4PZ4C,0,54,2.25,7,yes,USA,"When I was younger, I would go to school and try to learn as much as I could.","It's raining tomorrow, so I will not be able to work in my yard.",1241,N/A,3MGHRFQY2LPMT322XRGUMTQHDZAY0Z,Approved,3R9WASFE2ZGFHHPQMX6ZSRH9AAAFZ4,7,1,4.75
A2YO837C0O1E91,0,54,1.25,6.5,yes,USA,"When I was younger, I would go to school and learn how to read.","It's raining tomorrow, so I will bring an umbrella.",1669,{},3Y3CZJSZ9KTCR9CHG2UCVSTBRK75RQ,Approved,3VJ40NV2QIND1ITKF807TXP6HFFOTJ,4,1,5.25
A2YTQDLACTLIBA,0,54,1.25,6.625,yes,USA,"When I was younger, I would go to school and I learned many things.","It's raining tomorrow, so I won't go on a picnic",717,fun,3EHIMLB7F7ZIPXHGIVPLT81W61A8HY,Approved,3D4CH1LGEAT6PQ38TJIIXOFSWML9GH,7,1,5.375
A2Z6NL0CTXY0ZB,0,54,1.1,7,yes,USA,"When I was younger, I would go to school and enjoy learning math and science.","It's raining tomorrow, so I'm not going out as previously planned.",1114,{},3J94SKDEKIPIQZTCY1ZSQ3C7CJG5DK,Approved,3Q5ZZ9ZEVOF8VOVE7VTDTVTSM7P859,7,1,5.9
A2ZZW6KME1FUDU,0,54,1.875,6.875,yes,USA,"When I was younger, I would go to school and learn the lessons being given by the teacher.","It's raining tomorrow, so I will plan to carry an umbrella.",1772,{},3SX4X51T809602WIJ64P984S8BNOA5,Approved,30MVJZJNHMDGGST91P3LU178OE2J9V,7,1,5
A304UJAE051J89,0,54,1.4,7,yes,USA,"When I was younger, I would go to school and do math and science work.","It's raining tomorrow, so we will have to find something to do inside.",1540,{},3X4Q1O9UBHMOH0YKC3S5ZH2273HO7E,Approved,3NGI5ARFTT5UDYTCSPTCCRB1Z1K1P4,7,1,5.6
A30KC02KN4QAYE,0,54,5.625,4.625,yes,USA,"When I was younger, I would go to school and I play soccer in playground.","It's raining tomorrow, so I'll take leave on tomorrow.",1599,Good,3YGE63DIN8XI4Y72IQY61W512RAW0Y,Approved,3OSWBBLG1EXTE2BFU9NO76YDQXYXDG,7,1,-1
A30UE6DWFNUCWX,0,54,1.5,6.3,yes,USA,"When I was younger, I would go to school and have fun at recces with my friends.","It's raining tomorrow, so we cannot have the picnic.",441,it was interesting thanks so much,37MQ8Z1JQEWTPD5GCEK85HJWAXUY2J,Approved,3KKG4CDWKIYQDAAOYIGHOZIP6HC94U,7,1,4.8
A3112NXM8JFNUQ,0.018518519,54,4.75,5.25,yes,USA,"When I was younger, I would go to school and study sincerely and get first rank.","It's raining tomorrow, so we won't be able to play baseketball",911,good,3M4KL7H8KVNKH8DENRP2H7PYJHO166,Approved,3B2X28YI3WFNGQTZFQNSC3XTQ8LB6R,7,1,0.5
A320QA9HJFUOZO,0,54,2,6.5,yes,USA,"When I was younger, I would go to school and attend classes with my friends.","It's raining tomorrow, so I will stay inside my house.",3125,Thanks.,3K2CEDRACB1NFVAFCQGTC95F10TTMG,Approved,3EJPLAJKEMGJYOWFL43VYL4WHB76ZS,7,1,4.5
A33QP2NKKMLKUY,0,54,4.125,4.25,yes,USA,"When I was younger, I would go to school and love to make some friends","It's raining tomorrow, so we need to bring an umbrella",2879,Red Forest,3HYV4299H0W65NQESUHF854JELI8EI,Approved,3WT783CTPBHCW720PH0VY3P3MUWBCJ,7,1,0.125
A33S7UYXRIGYDR,0,54,3.125,3.75,yes,USA,"When I was younger, I would go to school and swimming class.","It's raining tomorrow, so going to outside product to your self.",3188,No,3S8A4GJRD3303KTCU59ROVWE8LUV6O,Approved,39RP059MEHTP5TER26U91ZUFG80BM1,7,1,0.625
A34SIGOLUGKIHJ,0,54,1,6.25,yes,USA,"When I was younger, I would go to school and study very hard throughout the day.","It's raining tomorrow, so make sure to grab your umbrella.",1293,Thanks for the opportunity.,38XPGNCKHT0MOXPYBHGCRXC0CUOV43,Approved,3QAVNHZ3EM40G1REWGTY6BVKYLPLAE,7,1,5.25
A3686GG56DXS8W,0,54,1.6,7,yes,USA,"When I was younger, I would go to school and learn about the world.","It's raining tomorrow, so I should probably buy an umbrella.",502,Thanks!,3TZ0XG8CBUKPARZXKJ1TGR38NO2898,Approved,3WJEQKOXA82NQUNA36BFMWM60FK1AO,7,4,5.4
A368U10UFMP2J6,0,54,5.625,5.375,yes,USA,"When I was younger, I would go to school and know about the studies.","It's raining tomorrow, so i can't go anywhere.",2697,Nice experiment.,36818Z1KV3DHED3W08KXL56HDKS3AQ,Approved,3II4UPYCOJ7955A38VSWDY2KTU9DQX,7,1,-0.25
A3696JXTRKL2FI,0,54,1.625,7,yes,USA,"When I was younger, I would go to school and see my friends and go to class.","It's raining tomorrow, so I will get out a jacket to wear.",944,Thanks!,3J9L0X0VDFM00SVFIMHZU76U5V4W9A,Approved,3EA3QWIZ4IV35WIHHDN290TK56HTIU,7,1,5.375
A369RF97DE3FAI,0,54,2.25,6.875,yes,USA,"When I was younger, I would go to school and listen to the teacher's lectures.","It's raining tomorrow, so I will bring an umbrella to work.",1093,No comments.,3KI0JD2ZU1IYSUSGC76BIHGBM3O678,Approved,3IXEICO792JNCCNGFCEDCX3FWFL6TC,7,1,4.625
A36SNA9WFYDKI5,0.018518519,54,4.8,5.333333333,yes,USA,"When I was younger, I would go  school and college.","It's raining tomorrow, so leave.",1512,{},3OWZNK3RYLPC84LB2DNJ2WDJE9K2UQ,Approved,3B2X28YI3WFNGQTZFQNSC3XTQ8L6BM,7,1,0.533333333
A36UFZOEMNO9GJ,0,54,1.875,6.375,yes,USA,"When I was younger, I would go to school and count the hours until I could go home","It's raining tomorrow, so I won't be able to do any yard work",355,{},3MGHRFQY2LPMT322XRGUMTQHDZB0Y2,Approved,3OJSZ2ATDSW4VAQVXQ17FVXXBNJ75L,7,1,4.5
A36ZCMI06QXVG8,0,54,6.875,7,yes,USA,"When I was younger, I would go to school and study well and then participant all competition and win first price","It's raining tomorrow, so the collector order tomorrow will be holiday for rainning",3588,good,32TZXEA1OLK62L9043WNK95KNQI14L,Approved,33CID57104T0WGSTN1EOJ3HESBX3L0,7,1,0.125
A36ZKMRJCHF2HX,0.018518519,54,1.8,6.1,yes,USA,"When I was younger, I would go to school and talk to my friends between classes.","It's raining tomorrow, so we will probably stay home and watch movies.",1018,{},35A1YQPVFEGZYA9YQF03H0SK4OO5IM,Approved,3OVR4I9USPJW59RAFKR3AU8EGHI4QD,6,1,4.3
A373BJ7K3G0DSJ,0,54,4.5,4.625,yes,USA,"When I was younger, I would go to school and study well in all subjects.","It's raining tomorrow, so i take leave.",2110,{},3OQQD2WO8I6WKVMUCWCA23U0QSX3IU,Approved,3RRCEFRB7MC913PLW2UDF5DFUHF4BZ,7,1,0.125
A376RFEFI88BBA,0,54,5.25,4.875,yes,USA,"When I was younger, I would go to school and I STUDY WELL","It's raining tomorrow, so ILL TAKE LEAVE ON TOMORROW",593,YEAH IT IS VERY GOOD TO DO,3S4TINXCC0NBJC1APK4L4JOYQT8OB0,Approved,3JMSRU9HQIU62JKKQPXQP3JDAYQVE3,7,1,-0.375
A378DVZDTWCGQ7,0,54,5.3,4.8,yes,USA,"When I was younger, I would go to school and i enjoyed with my friends","It's raining tomorrow, so today prepare my famer land",723,good,32XN26MTXZJ2T4V3ECR4SLOL4K70LA,Approved,35LDD5557A4QYWIL8J7202D5329KMU,7,1,-0.5
A37QSTGGV90MFH,0,54,6.4,6.7,yes,USA,"When I was younger, I would go to school and I met my friends.","It's raining tomorrow, so I Will don't go outside.",2219,Good survey.,35F6NGNVM8J4US3S8KE4TR8P6BYT75,Approved,34S6N1K2ZVJFQOZS2M3QNXIOBGFLHP,7,1,0.3
A38IPIPA3T3G4,0,54,2.125,7,yes,USA,"When I was younger, I would go to school and learn how to read and write","It's raining tomorrow, so i will stay indoors",1342,{},3566S7OX5DJ3L8RJ61UUNLPUES8175,Approved,3Z4XG4ZF48RHX7FOD1C8LEKCF6Z8XJ,7,1,4.875
A390FP6231I631,0.018518519,54,4.375,3.75,yes,USA,"When I was younger, I would go to school and play with my friends.","It's raining tomorrow, so match will be cancelled.",3419,This survey is very nice.,302U8RURJZ18A5Z4TMV8Q6I03BJNVQ,Approved,39RP059MEHTP5TER26U91ZUFG80MBC,7,1,-0.625
A395NSOQ0WFA31,0.018518519,54,6.375,6.375,yes,USA,"When I was younger, I would go to school and learn new things","It's raining tomorrow, so i will not go outside",1734,{},3BAKUKE49HCD3RBYFFS0S2GUF41R1T,Approved,3P1L2B7AD1PPI5LF6ZYG76FPN2TLOD,7,1,0
A397HP5TSIF2LO,0,54,1.125,6.375,yes,USA,"When I was younger, I would go to school and waste most of my time daydreaming in class.","It's raining tomorrow, so I'll probably stay home and get some housework done.",545,Thank you!,3LN50BUKPVB5HLZNVX6U7MPTCSILP1,Approved,3KAKFY4PGU2Y6FKN2YHBRNPMB733IM,4,2,5.25
A39ICPRR4OS3OX,0,54,4.375,3.875,yes,USA,"When I was younger, I would go to school and study a lot to got good marks.","It's raining tomorrow, so i don't have to go to school.",1201,nothing,3OEWW2KGQJB4Y9ZU3GVRZ9CYTEKOD7,Approved,3S96KQ6I9M4MXL2VPZMRI3D7D18DTB,7,1,-0.5
A3A3R002WFC7U3,0.00617284,162,3.615384615,3.115384615,yes,USA,"When I was younger, I would go to school and also go to aunt's house.","It's raining tomorrow, so it is kind of  holyday.",1303,I love to  complete the  task.,3ZTE0JGGCESUTHTG3K0GF3UG8E8OC7,Approved,3NS0A6KXC48LVHLLXHCHACHLBPAGZ4,7,1,-0.5
A3A3R002WFC7U3,0.00617284,162,3.615384615,3.115384615,yes,USA,"When I was younger, I would go to school and go to park.","It's raining tomorrow, so i will not  attend the party.",1091,{},3ZQX1VYFTD5SHE33M8KBDHYXINNO81,Approved,3WMINLGALB37DXX8J30Z3S5X4CBCAP,7,1,-0.5
A3A3R002WFC7U3,0.00617284,162,3.615384615,3.115384615,yes,USA,"When I was younger, I would go to school and also to my playground.","It's raining tomorrow, so I will not  go to office.",864,I just love the task,3AFT28WXLF2L6KFGVUW2Q6SBLJSOI9,Approved,3YGXWBAF70HSB8HRA2Q8QPJXC2FC4E,7,1,-0.5
A3A7HDHB9NTFGR,0,54,3.75,4.875,yes,USA,"When I was younger, I would go to school and learn some mathematics from teacher.","It's raining tomorrow, so wash my school dress faster.",1314,important for  all,3N7PQ0KLI5PK4QK8GDMJHOW8YZQ3EL,Approved,3HRMW88U16QOL6BH4QXKHIYWP43M0Q,7,1,1.125
A3ADHMAWDD7M6V,0,54,5.25,5,,,"When I was younger, I would go to school and GO TO TUITION","It's raining tomorrow, so I COULDNOT GO TO SCHOOL",425,NO COMMENTS,3CMV9YRYP319VAWP0K1AAQ3H3TCLJ1,Approved,3LS2AMNW5FQ0921SY46COSEJX8FQO6,7,4,-0.25
A3AQTZD885IB36,0.037037037,54,6.4,6.222222222,yes,USA,"When I was younger, I would go to school and went to play","It's raining tomorrow, so I bought an umbrella",750,best task and gather more information,37NXA7GVST6IM5WJH9FTDEEBYGJLVM,Approved,3YT88D1N08YPCAAB212N434Z3BS3KX,7,1,-0.177777778
A3B2YRXL26RPVH,0.055555556,54,1,6.375,yes,USA,"When I was younger, I would go to school and play with my classmates during recess","It's raining tomorrow, so I will stay inside and watch television.",3017,I do not have any comments.,3S37Y8CWI80Z3MP31RL8DZVEJ3QW4E,Approved,3RKNTXVS3MY4ITKTQOUHKUT9CZU4A4,7,1,5.375
A3B7TNVOISSZ2O,0,54,3.125,6.625,yes,USA,"When I was younger, I would go to school and play with my friends.","It's raining tomorrow, so I'm going to work outside today.",617,{},3K3G488TR28CF8XH3N5CQ2J6VY55QP,Approved,3JZQSN0I3QAFQ0ULW5IA7K13ZKGGFG,7,1,3.5
A3BLJ0L2HP25YU,0.055555556,54,5.285714286,4.75,yes,USA,"When I was younger, I would go to school and Learn lot of knowledge and make friends enjoy every day with my friends","It's raining tomorrow, so will enjoy the nature and i will take leave to my office and enjoy the every moment",2007,very interesting survey,3EQVJH0T40L1NH94LT0GK4XJKEUTH7,Approved,3QHK8ZVMIMI5ZBW62UTU1MFQG3ALB9,7,1,-0.535714286
A3BOKBPGFIJ16O,0.018518519,54,2.125,2.5,yes,USA,"When I was younger, I would go to school and study hard to achieve my goal.","It's raining tomorrow, so I have to stay at home.",1251,Interesting,3X2LT8FDHWI0MNC5DUBLUBBJLPMW8L,Approved,337RC3OW052K8PUC7BKU2Y9XJVQLVF,7,1,0.375
A3CAWV4I3H12IE,0.037037037,54,4.5,5.166666667,yes,USA,"When I was younger, I would go to school and College","It's raining tomorrow, so please not out",794,good,3T5ZXGO9DEOAMMH6ABCSF6Q1WXCQZG,Approved,3P4MQ7TPPXCTM2AUBH40NJJL49WBBC,7,1,0.666666667
A3CI73EFDLS3OF,0,54,1.2,6.4,yes,USA,"When I was younger, I would go to school and learn how to read.","It's raining tomorrow, so I will stay inside.",779,{},37VHPF5VYC3R8P60W3BKIH4GT958CP,Approved,3A1COHJ8NJVKBHF98XUMISWIRGG8HQ,7,1,5.2
A3CTXNQ2GXIQSP,0,54,1.5,6.5,yes,USA,"When I was younger, I would go to school and hope that nobody bothered me at lunchtime.","It's raining tomorrow, so I had better pack an umbrella before I leave for work.",2250,{},3ZUE82NE0A1YB1QAN51LQNPJQMX8F0,Approved,3JAOYWH7VI4MBIH94AFYAGK0S37L9Z,7,1,5
A3E7YSLM7WU3AT,0.018518519,54,3.875,4,yes,USA,"When I was younger, I would go to school and later I would play football","It's raining tomorrow, so we won't go to the park",1634,{},3U74KRR67MLTXDVFORVTPOUF6Q3NTA,Approved,3EF8EXOTT1VYRNQEXCOSFVPPQ2E1J4,7,1,0.125
A3E8SXH0BAYG85,0,54,1.625,6.125,yes,USA,"When I was younger, I would go to school and","It's raining tomorrow, so I will surely bring an umbrella with me.",467,Thank you,3RSBJ6YZECQ1WTDQUMQHN9FJ5R0OFI,Approved,3WJ1OXY92AG51U7V2RKU169EELS8AH,7,1,4.5
A3EHDY67QENKPT,0,54,1.75,5.875,yes,USA,"When I was younger, I would go to school and look forward to cheerleading practice every afternoon.","It's raining tomorrow, so I am going to put off my trip to the zoo.",816,Very interesting and fun,3XBYQ44Z6P4JK74TGSMGL776Z27TW7,Approved,3EO896NRAWVZ072NZV82L18KIL6TJ6,7,1,4.125
A3EP5HTL8IEJTA,0.018518519,54,4.857142857,2.75,yes,USA,"When I was younger, I would go to school and sports","It's raining tomorrow, so program porogram date change",1444,good and easy survey pl saprrove this survey thank youy very use full.,3XABXM4AJ15V2QGJ1LCF2MTXXO68QU,Approved,3C44YUNSI1PO5T9O8ID7DTCAOYNDP6,4,1,-2.107142857
A3ET986FZ192TK,0.018518519,54,4.625,4.75,yes,USA,"When I was younger, I would go to school and study","It's raining tomorrow, so i happy",1310,I like this one,3R15W654VDTQHX02VALJ7RF3HO4LQS,Approved,3S96KQ6I9M4MXL2VPZMRI3D7D19TDS,7,1,0.125
A3F51C49T9A34D,0,54,2.375,7,yes,USA,"When I was younger, I would go to school and study reading and writing.","It's raining tomorrow, so I stayed indoors.",1065,{},3LB1BGHFL2WN9CZTVT4464SMAA7TY6,Approved,3ZDAD0O1T1D0VR7CGZN3CAGZTJKTXT,7,1,4.625
A3F5Z5S2AHMN2O,0,54,1.5,6.25,,USA,"When I was younger, I would go to school and attend my classes.","It's raining tomorrow, so I will stay inside and clean.",437,{},3YZ7A3YHR5TOSOCUVRUHL2Y7DMQ5SE,Approved,32Z9ZLUT1LKNW92PFEJIFEMI6LKOH9,7,1,4.75
A3FJCLBK3HF4PD,0,54,1.25,6.375,yes,USA,"When I was younger, I would go to school and learn new things everyday.","It's raining tomorrow, so don't forget your umbrella.",753,{},3NBFJK3IOHI7AT9L56WZ5UFV660OGH,Approved,3KXIR214I4GFDQPPD912ECAB0B242X,7,1,5.125
A3FNC8ELMK8YJA,0,54,1,6.3,yes,USA,"When I was younger, I would go to school and study in class all day","It's raining tomorrow, so I shall take my umbrella with me",1867,{},3ZFRE2BDQ9EUVJIIWP7K9EMUT0ZXZK,Approved,3R2PKQ87NW8ZS1SX8GMQNMYSBYKIMH,7,1,5.3
A3FPBLKQZ3U2WP,0,54,1,4.75,yes,USA,"When I was younger, I would go to school and bring a book with me.","It's raining tomorrow, so I will stay at home",1420,Nice task and thanks for the opportunity,3HA5ODM5KAS5QIR91ICUP0S6QARVSA,Approved,3K4J6M3CXETKU9DDLPWITJQC243GA3,7,4,3.75
A3FT3XPTOWHJMY,0,54,1,6.125,,,"When I was younger, I would go to school and read books during lunch break.","It's raining tomorrow, so I will not walk outside",1785,{},3MIVREZQVHYFXRIKAA9ISR2OSOZQKU,Approved,34X6J5FLPTYM8RAVIRE7GWXXYE5QJN,7,1,5.125
A3G5IPGLH1IIZN,0,54,1.875,6.375,yes,USA,"When I was younger, I would go to school and suffer through until they let me out.","It's raining tomorrow, so I won't be able to go fishing.",1364,"2 years ago, ""the doctor closed the school"" wouldn't have seemed plausible.",371DNNCG4428U68BIP6A7R4KHV58T8,Approved,3HVVDCPGTESPVWXMLV95VON8VPHTY2,7,1,4.5
A3G5OWGKHW6OL5,0,54,3.25,5.5,no,USA,"When I was younger, I would go to school and look for my friends in the cafeteria for breakfast.","It's raining tomorrow, so I will go to the park today and not work out tomorrow.",2959,{},3J06WJ78HNKLIA8DVDHZ0NCDPELVVF,Approved,32AT8R96GL97ZN02MU7QIYL9XIQSUC,7,1,2.25
A3G8OON0TDPN1E,0,54,2,6,yes,USA,"When I was younger, I would go to school and attend all my classes.","It's raining tomorrow, so I will take an umbrella.",952,cool beans,3QMELQS6Y5B8ADCVLL4HNY7BNFHR6R,Approved,3DI28L7YXAEQG74MJBD1IFCXLUIE1W,7,4,4
A3GXC3VG37CQ3G,0,54,1.375,5.625,yes,USA,"When I was younger, I would go to school and teach my eighth grade math class.","It's raining tomorrow, so I will be stuck inside.",1371,{},3MWOYZD5WVODKLQ7SA9UVEOS7IMONP,Approved,3KYQYYSHYV76KTXNTI0SOT7KETTDOR,7,1,4.25
A3HEYIOPD563MD,0,54,5.4,5.6,yes,USA,"When I was younger, I would go to school and the","It's raining tomorrow, so the",645,my best result,34F34TZU7WZ3UOAHQEJ5VU48XTLJ2A,Approved,3X4JMASXCM9S2F7KD17B32N2D5ZB0Q,7,1,0.2
A3HP7L563UF5DW,0,54,1.5,6.125,yes,USA,"When I was younger, I would go to school and learn about all sorts of things.","It's raining tomorrow, so I made sure my umbrella and rainboots were near the door.",234,{},36FFXPMST9OLAP4WPCEHQURWL6DOHG,Approved,3P1L2B7AD1PPI5LF6ZYG76FPN2TOLG,7,1,4.625
A3HYKJ2457U3EN,0,54,2.5,2.5,yes,USA,"When I was younger, I would go to school and i have to play","It's raining tomorrow, so i will not go outside",3576,{},3LVTFB9DE5IAV5M1KJO3UZAVL7IQGR,Approved,3GLB5JMZFXVISGGP5ZNKJKYIN70DG2,6,1,0
A3HZFB2JLF3JMY,0,54,3.375,3.375,yes,USA,"When I was younger, I would go to school and learn all day","It's raining tomorrow, so I might just stay at home",1268,n/a thank you!,31J7RYECZLQ20TGLAVV46Q7V9CD1LE,Approved,31Q0U3WYDPF57SPCW3ZVC5KGZ7E713,7,1,0
A3I1W58P6SIV26,0,54,1.6,6.2,yes,USA,"When I was younger, I would go to school and learn about science","It's raining tomorrow, so I will bring an umbrella with me",2409,{},3UL5XDRDNCJ694XLHTOC4BY61SJ85H,Approved,3KB8R4ZV1E7PDJI5R3WEOUAIKMOGBY,7,5,4.6
A3I9FTHSULHPYS,0,54,1.125,5.75,yes,USA,"When I was younger, I would go to school and look forward to recess.","It's raining tomorrow, so I will stay home and clean.",244,none,3ATYLI1PRT2H1VZMDCH2277BYYHOJL,Approved,3VBEN272MKZOU5Z72PI9EJKIOAAGSZ,7,1,4.625
A3ICFB5LP54FO2,0,54,3.2,5.8,yes,USA,"When I was younger, I would go to school and i will play with my friends and attend the exam.","It's raining tomorrow, so try to stay indoor",1842,good,306W7JMRYYY8YKEUI3FP7XYYBO58BI,Approved,31LVTDXBL7ASFIDVYRFK11KUYPDLRM,7,1,2.6
