WorkerId,HITId,Answer.proficiency1,Answer.proficiency2,proficiency_check_passed
A2DWIUJI9NIHFW,379OL9DBSSE4PXQFXNZNF4RAF1F9YS,"When I was younger, I would go to school and study","It's raining tomorrow, so holliday",no
A2E0LU8V4EUX5C,3NZ1E5QA6Z1PB2VSK58MVDO78WE5BI,"When I was younger, I would go to school and take the bus both ways.","It's raining tomorrow, so I will bring my umbrella.",yes
A2E0LU8V4EUX5C,3WRBLBQ2GR8M7CH23LUOFTJD83L0G4,"When I was younger, I would go to school and walk to the bus stop.","It's raining tomorrow, so I will have an umbrella ready.",yes
A2EELTS09HUTSF,3I6NF2WGIGWL2J330R00WOF4O965GZ,"When I was younger, I would go to school and","It's raining tomorrow, so",no
A2EELTS09HUTSF,3X55NP42EOGO1H9YPR2UB0VCB42P3X,"When I was younger, I would go to school and eat my own lunch","It's raining tomorrow, so it will become wet.",yes
A2EHH2ZFIRF1BF,3SV8KD29L4SOBJJBX6SVJKESWPVKZO,"When I was younger, I would go to school and learn to read.","It's raining tomorrow, so I might take my umbrella.",yes
A2EI075XZT9Y2S,3BKZLF990ZZAHW71EPA91ZHZQ38QYP,"When I was younger, I would go to school and learn while in class.","It's raining tomorrow, so bring an umbrella.",yes
A2EI075XZT9Y2S,3EKTG13IZU3ZWI2A3HE2QIVY6LIMLC,"When I was younger, I would go to school and learn many things in class.","It's raining tomorrow, so I better get my yard work done today.",yes
A2EJ06OGI9671Q,338GLSUI43BGUL5J137Q7EPK1EESFP,"When I was younger, I would go to school and sit quietly and listen to the teacher.","It's raining tomorrow, so I will wear my rainboots and remember my umbrella.",yes
A2EMTSJS47K8SU,32204AGAABCXICNY1T19LLIUTIXHGS,"When I was younger, I would go to school and wait impatiently for the day to end.","It's raining tomorrow, so I will need to wear a rain jacket.",yes
A2EPBSY0VPI38S,3FVBZG9CLJE078CDNRC60TVEM18H0P,"When I was younger, I would go to school and learn how to read and write.","It's raining tomorrow, so I will wear my yellow rain boots.",yes
A2F1AA15HG0FRU,306996CF6WKQNKU9JI6ASNBQXIZ1BR,"When I was younger, I would go to school and occasionally learn something.","It's raining tomorrow, so I think I'll stay in.",yes
A2F4MWR5Q5ZUSS,3JU8CV4BRLCDN62K8PMMZ3TN6VYPOS,"When I was younger, I would go to school and listen to the teachers' lectures.","It's raining tomorrow, so I will bring an umbrella when I go out.",yes
A2FEPNA8OA1UE,3IQ9O0AYW6Z1JCKORBI1KGYYKR9TI0,"When I was younger, I would go to school and learn new things.","It's raining tomorrow, so I will sleep.",yes
A2FFYLWXNYR0LE,38EHZ67RIMSJAQO9SQHMDQQQA4WMG6,"When I was younger, I would go to school and 
I got a lot of friends and had a good relationship with the teacher.
I got more interested in the game.","It's raining tomorrow, so Go out only when absolutely necessary.
Don't forget to carry an umbrella if necessary",yes
A2FGKKWP33DFWS,3UQ1LLR26A8YUHTL6EOXHR0YC4TALG,"When I was younger, I would go to school and study hard to make good grades","It's raining tomorrow, so I will make sure I have an umbrella with me",yes
A2FGKKWP33DFWS,3YCT0L9OMM9SIDI0ZRQ3FJYT47PNSL,"When I was younger, I would go to school and study hard to get good grades.","It's raining tomorrow, so the ballgame will likely be postponed.",yes
A2FL477TMKC91L,37MQ8Z1JQEWTPD5GCEK85HJWAXV2YO,"When I was younger, I would go to school and then I would go to band practice.","It's raining tomorrow, so I better bring an umbrella with me.",yes
A2FL477TMKC91L,3VGZ74AYTGG614CIF1N8AULEGQSCGE,"When I was younger, I would go to school and not say a single word during class.","It's raining tomorrow, so I'm going to stay inside.",yes
A2FMEIDYEIWJA8,3IHWR4LC7DDILSS0OD76TK2B5CZI86,"When I was younger, I would go to school and take notes in class.","It's raining tomorrow, so I can't go to the park.",yes
A2FOUSWQDYHIE0,3KQC8JMJGCSWO0BA6EUP2RTLPDSH3K,"When I was younger, I would go to school and play tennis with my friends","It's raining tomorrow, so I cannot play outside with my brother",yes
A2FYFCD16Z3PCC,3MDKGGG61QNLQSPNPA9CND8TB0ET66,"When I was younger, I would go to school and learn about many different subjects.","It's raining tomorrow, so if I go somewhere I'll bring an umbrella.",yes
A2FYQIZWV2UJHS,34D9ZRXCYRULYUOBQNLYTDET4Y1SAC,"When I was younger, I would go to school and attend my classes daily.","It's raining tomorrow, so I need to bring my umbrella.",yes
A2GDXQGEQT8RJJ,3CKVGCS3PG5PXHQTYLO5472GVCPS0L,"When I was younger, I would go to school and learn new skills.","It's raining tomorrow, so I will stay inside.",yes
A2GTO3481Z6486,3I01FDIL6M8QR2APGIXUSW9VR7ZD2W,"When I was younger, I would go to school and quickly fall asleep.","It's raining tomorrow, so I will bring an umbrella.",yes
A2HJDLSU95MH8Q,3SZYX62S5G029QS27OW6QB2BP6N75Y,"When I was younger, I would go to school and talk with my friends","It's raining tomorrow, so I will stay in and read",yes
A2HRUFTA09371Y,30U1YOGZGAWJW1RNAXC0JEMZP1YSDE,"When I was younger, I would go to school and learn how to read.","It's raining tomorrow, so I will bring an umbrella.",yes
A2HSCKH5NKN5LP,3S1L4CQSFX5CUPJPK3LZMEVEF87AFB,"When I was younger, I would go to school and pay attention to the teachers.","It's raining tomorrow, so hopefully it's sunny the next day.",yes
A2HXUTHYA5C1E0,374UMBUHN5PA69YOZ1MF9D036K0CTN,"When I was younger, I would go to school and learn about historical events.","It's raining tomorrow, so we cannot play outside at the park.",yes
A2I6ZALE49CVSC,3TY2U1TEB7A30K8PXZPXUBQPY2IJJ3,"When I was younger, I would go to school and learn from the teacher","It's raining tomorrow, so I will stay inside",yes
A2I960JYUZ8KAV,3UYRNV2KITZAZT3RLTKYYSYSRBTN8R,"When I was younger, I would go to school and spend time with all my friends.","It's raining tomorrow, so I think I will choose another day to go hiking.",yes
A2IMAGGCST8170,3ZXV7Q5FJBO0N4GN4HHQS9L2FBSFCI,"When I was younger, I would go to school and read my favorite fiction books during class.","It's raining tomorrow, so I'll probably stay inside reading and playing computer games.",yes
A2INXY39KBM92F,322ZSN9Z5GK7B5L96MGXQFOFE7J4T2,"When I was younger, I would go to school and enthusiastically learn about many things.","It's raining tomorrow, so I will plan what I'll wear accordingly.",yes
A2IP3ZAFYGV8M9,3UL5XDRDNCJ694XLHTOC4BY60QT58J,"When I was younger, I would go to school and hang out with my friends.","It's raining tomorrow, so I think I'll stay at home.",yes
A2IQ0QCTQ3KWLT,3WGCNLZJKF8J2HSTXEXGNDZQZ1LD1F,"When I was younger, I would go to school and clean the blackboard of chalk","It's raining tomorrow, so I will being an umbrella",yes
A2J5N770I859WE,35O6H0UNLSGVTLT48XL3T17KH3D5JY,"When I was younger, I would go to school and then I would play with my friends.","It's raining tomorrow, so I will not go for a walk.",yes
A2JDYN6QM8M5UN,379OL9DBSSE4PXQFXNZNF4RAF1F9YS,"When I was younger, I would go to school and learn about different subjects.","It's raining tomorrow, so it's probably going to be humid the day after that.",yes
A2JDYN6QM8M5UN,37ZQELHEQ0YPKI5VFUUH3AZNBGIMNE,"When I was younger, I would go to school and learn about various subjects.","It's raining tomorrow, so make sure to bring an umbrella.",yes
A2JI5RNPPXE8QE,3IKMEYR0LWVY58GZ8ZJHW94LBGW2KY,"When I was younger, I would go to school and play basketball in the morning with friends.","It's raining tomorrow, so I might have to bring my umbrella to work.",yes
A2JJF5OFND2KL5,3IKDQS3DQE0KXVID5PNBV6YUV3KCI6,"When I was younger, I would go to school and listen to my teacher","It's raining tomorrow, so I will not be coming out.",yes
A2JP9IKRHNLRPI,3FBEFUUYRK5GBWQEJAIVS8I1M94A68,"When I was younger, I would go to school and dread every minute of it.","It's raining tomorrow, so I should make sure I have an umbrella.",yes
A2JRF141BH3W3Y,3RIHDBQ1NEYXAMJKCWZ4YQ2RP49MH5,"When I was younger, I would go to school and play with my friends.","It's raining tomorrow, so we need to prepare for cold.",yes
A2JTSH1VPJQ8FR,36JW4WBR06KR4CR3Q9VR30IIS3XHFT,"When I was younger, I would go to school and learn","It's raining tomorrow, so umbrella is needed",no
A2JZQHB8N6LS7T,3WJGKMRWVI93PK2RDBM049IH3YCDC5,"When I was younger, I would go to school and learn math and reading.","It's raining tomorrow, so I will purchase an umbrella.",yes
A2K10OAR4CHUQL,34R3P23QHS1TFYDYGY5R7O4IN6NHWR,"When I was younger, I would go to school and read my books after each classes.","It's raining tomorrow, so i need to go there today.",yes
A2K3HEVVEWLUS4,3VGZ74AYTGG614CIF1N8AULEGQSCGE,"When I was younger, I would go to school and finish the homework","It's raining tomorrow, so",no
A2KCNGLOYTL96C,3T5ZXGO9DEOAMMH6ABCSF6Q1VUMZQS,"When I was younger, I would go to school and meet with a friends","It's raining tomorrow, so we won't go to the park",no
A2KSAAQBU5R0F6,3B0MCRZMBRUV86ELNPZ1O3YDG0UPP9,"When I was younger, I would go to school and learn about books.","It's raining tomorrow, so I can not go out.",yes
A2KXT6WDPPG6N2,3VGET1QSZ0ZWM97M3PJFGBFO93R7WF,"When I was younger, I would go to school and I would get bullied terribly.","It's raining tomorrow, so I need to take my pink umbrella.",yes
A2L3X4ZZ0J2DZ2,3ULIZ0H1VA5OY4D0I8FXP1BYNMD15Q,"When I was younger, I would go to school and study as hard as I can.","It's raining tomorrow, so I will bring an umbrella.",yes
A2L87NQSYMJEEK,3CKVGCS3PG5PXHQTYLO5472GVCPS0L,"When I was younger, I would go to school and park, ground and cycling.","It's raining tomorrow, so I come with umbrella.",no
A2LAMCJLVCRQ4T,301KG0KX9CL73IFR2EGKJHOTJZSH29,"When I was younger, I would go to school and read many books at the library.","It's raining tomorrow, so I'd better bring an umbrella.",yes
A2LT6KC1X51FVW,3O2Y2UIUCQUI62SBWUYOGSYAKK1FKV,"When I was younger, I would go to school and enjoy learning about science.","It's raining tomorrow, so I have to carry an umbrella with me if I go anywhere.",yes
A2M17UGPFZWXQW,3MYASTQBG7B7JLCAITNVOE7Y7DDDQA,"When I was younger, I would go to school and good studying,learning,communicating","It's raining tomorrow, so I won't go to the school",no
A2MCG5W6LHSRG9,391FPZIE4CMGNUOTLYQQP0JL2QCHUS,"When I was younger, I would go to school and learn to read and write.","It's raining tomorrow, so I'll need to remember to bring an umbrella.",yes
A2MCG5W6LHSRG9,3U74KRR67MLTXDVFORVTPOUF6Q3TNG,"When I was younger, I would go to school and learn to read and write.","It's raining tomorrow, so I better bring an umbrella.",yes
A2ML0070M8FDK1,3DIIW4IV8PVH2R5YCAHTC8M63Q3I4Z,"When I was younger, I would go to school and learn to read books.","It's raining tomorrow, so I will not be going out.",yes
A2MLHV64M4T90H,30EV7DWJTVVH7EOHZGWBVU08Q2WY60,"When I was younger, I would go to school and college","It's raining tomorrow, so I'm not going to work",yes
A2MM8RN9555ZNJ,3PEG1BH7AERSTLGVRSCSX27P5M9KBI,"When I was younger, I would go to school and done home work","It's raining tomorrow, so take care of your health",no
A2MOKIEQZ0OF2M,3SCKNODZ0XG6ZFY8BOSSKS2XGRN7NO,"When I was younger, I would go to school and Play on the playground.","It's raining tomorrow, so I will have to stay in.",yes
A2MPA2HU1DF1ZZ,3QGTX7BCHP2LT0Y8QJOPHVVA01Q5ZJ,"When I was younger, I would go to school and listen to my teachers.","It's raining tomorrow, so I will be staying inside.",yes
A2MS1GQLGAX9FZ,3BAWBGQGYLZJ7K7HDFEJU9WA2UP7V5,"When I was younger, I would go to school and learn to read","It's raining tomorrow, so I will take an umbrella",yes
A2MS1GQLGAX9FZ,3QREJ3J433X46U27I51MB53UHGNKL5,"When I was younger, I would go to school and learn and play","It's raining tomorrow, so I will take an umbrella outside",yes
A2MX0EF342FY3P,3D1UCPY6GG93VPAH3A0JPE0MNWS38M,"When I was younger, I would go to school and do my best to be a good student.","It's raining tomorrow, so I will carry an umbrella.",yes
A2MYLV7DGUL42B,3Y7LTZE0YTM2EFONRKWXP7NQYFSZUX,"When I was younger, I would go to school and sit at my desk by the window.","It's raining tomorrow, so I will go to the park today.",yes
A2N2GFB33ZMYGF,375VSR8FVW9AYNW6NQ1SKW06RGOZRT,"When I was younger, I would go to school and play on the swings.","It's raining tomorrow, so I will stay inside my house.",yes
A2N39KH7N8TB3Z,3U18MJKL1UMCBWT425030EUBH2ECNM,"When I was younger, I would go to school and stuyd","It's raining tomorrow, so I cant school",no
A2N9U74YIPDQ9F,351S7I5UG9WZJAZACXHPNI767MNJN7,"When I was younger, I would go to school and listen to the teacher.","It's raining tomorrow, so I'll plan to bring an umbrella.",yes
A2NAKIXS3DVGAA,3P888QFVX3UYNI3Z821BZ8JXCT9QOE,"When I was younger, I would go to school and learn something interesting there.","It's raining tomorrow, so I will bring an umbrella.",yes
A2NEFRREWF33YP,34KYK9TV2R8QH4T3W1LUOOYZMGMSB7,"When I was younger, I would go to school and carry a miniature briefcase, like I was playing businesswoman.","It's raining tomorrow, so I will make sure not to water the plants today.",yes
A2NELZYZFD4SSQ,3UY4PIS8QRLSOTJ6M8BJJIBKD5NN17,"When I was younger, I would go to school and learn about different subjects.","It's raining tomorrow, so I should bring an umbrella.",yes
A2NHFSO7GMM8QR,3GVPRXWRPHUELENHE8F0FK6GUST7I8,"When I was younger, I would go to school and take my teddy bear with me","It's raining tomorrow, so i will not go to the mall",yes
A2NHFSO7GMM8QR,3SMIWMMK615YKKJIGXCQQ3T8HEPUW5,"When I was younger, I would go to school and sneak behind the classroom when i had not completed the homework","It's raining tomorrow, so i will have to carry an umbrella",yes
A2NHP55T9ZX86Q,39TX062QX1OTAQBPBICB5DHFD2AX3Q,"When I was younger, I would go to school and learn how to read.","It's raining tomorrow, so bring your umbrella.",yes
A2NO44KT1KXFWC,3PN6H8C9R4QFW55TTXQ9YEST3VRDA3,"When I was younger, I would go to school and play Basket ball with my school friends.","It's raining tomorrow, so we can't enjoy the vacation.",yes
A2NT3OQZUUZPEO,3KTCJ4SCVG1M6BY6A7WJ63MK9H31MG,"When I was younger, I would go to school and try to learn stuff.","It's raining tomorrow, so I probably won't go to the park.",yes
A2NT3OQZUUZPEO,3QHITW7OYO99LE9YYJWTYDZSMAGAQ5,"When I was younger, I would go to school and count the minutes until the last bell.","It's raining tomorrow, so I probably won't go to the park.",yes
A2NTLZYJRFAMFR,3D06DR5225JI0ZB66QPCH4FNC9JMAU,"When I was younger, I would go to school and do my studies.",Home it is.,yes
A2NXHJ905WLGAA,3VDI8GSXAFT4P1M5YP7388PVR1X8GZ,"When I was younger, I would go to school and meet with my friends in the cafeteria.","It's raining tomorrow, so I need to make sure I pack my umbrella.",yes
A2NXMRPHG86N2T,3G4VVJO6PZGUXFH5AXUTSMCEMQOPK8,"When I was younger, I would go to school and study in class.","It's raining tomorrow, so I need an umbrella.",yes
A2O4XAP7RMWJJ4,3CVDZS288H0DWQSEH6B4V5QE9PWFM0,"When I was younger, I would go to school and play game, spend with friends, study","It's raining tomorrow, so leave, play a football, don't go school.",no
A2O67PQ9YKH2FY,3VCK0Q0PO5ESH4YOQP7J5DSA8DHN04,"When I was younger, I would go to school and playing to game.","It's raining tomorrow, so safe to home.",no
A2OD2CFXV8WT53,3Y7LTZE0YTM2EFONRKWXP7NQYFSZUX,ME,I AM HAPPY,no
A2ONILC0LZKG6Y,3BFNCI9LYKQZVB5YT58DBE4RBAW738,"When I was younger, I would go to school and talk with my friends during recess.","It's raining tomorrow, so we won't be able to host the picnic at the park.",yes
A2OU4N4VBIE91I,3RHLQY6EDT40UGPCKWGILB6TBLVD4S,"When I was younger, I would go to school and play with my friends.","It's raining tomorrow, so I will stay inside and read.",yes
A2OU924AC8XCYC,3VMV5CHJZ8FNNLET1NIYZ4LI4CSGT1,"When I was younger, I would go to school and learn and see friends.","It's raining tomorrow, so we should get outside today.",yes
A2OVX9UW5WANQE,35JDMRECC49LY2WWBST30ILH125EG9,"When I was younger, I would go to school and learn to read.","It's raining tomorrow, so I will stay home.",yes
A2OVX9UW5WANQE,38F60IALAGHQCH38NLTVECY2YXT0TD,"When I was younger, I would go to school and sit in a desk in a classroom.","It's raining tomorrow, so I will likely stay inside.",yes
A2OX8TSRCU6NKD,3PMR2DOWOO15Q3AJ5QYZNZI1Y4X54C,"When I was younger, I would go to school and learn about science and math.","It's raining tomorrow, so I will bring an unmbrella with me.",yes
A2P065E9CYMYJL,32ZCLEW0BZKZMVBNSCUHR7C171OPJ9,"When I was younger, I would go to school and play with my friends","It's raining tomorrow, so I will stay inside.",yes
A2P53AN2M8IWFP,3L55D8AUFAX6NVXI979EHUSILMICYC,"When I was younger, I would go to school and learn math and reading.","It's raining tomorrow, so I will make sure I bring an umbrella.",yes
A2P8V5SKYLL5I4,374UMBUHN5PA69YOZ1MF9D036K0CTN,"When I was younger, I would go to school and study","It's raining tomorrow, so it's cool",yes
A2P93KBD3WXXTW,34R0BODSP1ZNI57CUWACWLUSBTR5EI,"When I was younger, I would go to school and studying well got awarded.","It's raining tomorrow, so I'll get leave from office.",yes
A2PGCDF7U8EEIK,3P7RGTLO6EDNABB3LECW2RNJN4OKAN,"When I was younger, I would go to school and listen to my teachers.","It's raining tomorrow, so I will stay inside and read.",yes
A2PIFMM4Q2I9ZS,3L1EFR8WWT5YP69KSX7ZQJKU9QPF91,"When I was younger, I would go to school and I would learn new things.","It's raining tomorrow, so I will bring an umbrella to work.",yes
A2PJBSDDN22XIX,3DZKABX2ZI5PJ12D4WMUAVOO35GCV3,"When I was younger, I would go to school and ARRIVE EACH DAY ON TIME","It's raining tomorrow, so I THINK ILL WEAR MY NOOTS",yes
A2PLJREKV92BZN,32CAVSKPCEP5JJ3FJ9N5XD3EM35U10,"When I was younger, I would go to school and learn about different subjects.","It's raining tomorrow, so I will pack an umbrella on my way out.",yes
A2PSR3CMNR1R9X,3KLL7H3EGD1G09DTQO0VLML4GXLHVH,"When I was younger, I would go to school and learn as much as I could.","It's raining tomorrow, so we may have to cancel our picnic.",yes
A2PT18UI9FY7PC,3QD8LUVX4XYWO5YTP104KAFZRY1X5G,"When I was younger, I would go to school and play with friends","It's raining tomorrow, so the school is closed",yes
A2PTTSUG7NF42Q,3DA79LNS59VMT92568BEGAW919CT30,"When I was younger, I would go to school and play with my friends after school","It's raining tomorrow, so  I will wear my rain coat.",yes
A2Q0JW4UWC2SKT,378G7J1SJLYHVOMWQXXLML75VQVEW8,"When I was younger, I would go to school and meet my friends at the entrance","It's raining tomorrow, so I will need to prepare",yes
A2QD7QFGCUNF5N,3BS6ERDL937E93TQ3K9XI9Q77C1D6D,"When I was younger, I would go to school and play with my friends.","It's raining tomorrow, so I will wear a raincoat.",yes
A2QRW24EKQU705,3YD0MU1NC21ZFW4J2KNNYMIXHKO7A4,"When I was younger, I would go to school and study in order to graduate with a high grade point average.","It's raining tomorrow, so I will have to cancel my plans at the park.",yes
A2QX2B50DM45E2,3R16PJFTS3R88MVMCD25PO1JVUSK4C,"When I was younger, I would go to school and go to lunch and eat with friends.","It's raining tomorrow, so I will stay inside.",yes
A2R02DYCDLY75U,3SR6AEG6W5TX438YVZNFSLPYZGCYH1,"When I was younger, I would go to school and hope for a surprise assembly.","It's raining tomorrow, so I'll have to plan accordingly.",yes
A2R0YYUAWNT7UD,38B7Q9C28G526DG9R44VWD7HHTC69K,"When I was younger, I would go to school and learn to spell big words.","It's raining tomorrow, so bring your umbrella.",yes
A2R0YYUAWNT7UD,3D1UCPY6GG93VPAH3A0JPE0MMU283W,"When I was younger, I would go to school to learn to read and write.","It's raining tomorrow, so bring an umbrella and some rain boots.",yes
A2R1O5M28TA0K4,3B623HUYJ4Q7F6VWTP1KXM8YEA1S88,"When I was younger, I would go to school and I studied well.","It's raining tomorrow, so I don't go to the office.",yes
A2R75YFKVALBXE,3BO3NEOQM0HW4GLFLBRKPB86V0ZAI2,"When I was younger, I would go to school and study hard and socialize.","It's raining tomorrow, so I'll exercise in my apartment instead of going to the park.",yes
A2REBBMVBFBWFD,3KL228NDMVMOK2O67E46YDYMLZ1KGZ,"When I was younger, I would go to school and spend most of the day attending classes and hanging out with my friends.","It's raining tomorrow, so I am most likely going to stay indoors and watch some movies.",yes
A2RGHUEITGT0MG,3L60IFZKF3IBI8I9LZJR6LUV8IAHHR,"When I was younger, I would go to school and complete all my assignments.","It's raining tomorrow, so I will take a raincoat.",yes
A2RVFMCKSSEHDV,3L21G7IH47WM0SNKTAKU0Y9RIRGY12,"When I was younger, I would go to school and play with my friends.","It's raining tomorrow, so I have to take an umbrella.",yes
A2RVFMCKSSEHDV,3LN50BUKPVB5HLZNVX6U7MPTBQTPLB,"When I was younger, I would go to school and play at recess with my friends.","It's raining tomorrow, so I have to take an umbrella to work.",yes
A2RWB8JR7AGKXZ,31YWE12TE0CBB9CCDUF1IUTVI5X7X8,"When I was younger, I would go to school and did pretty well from first through eighth grade.","It's raining tomorrow, so I'll most likely spend the day indoors.",yes
A2S23A49RFCDZ1,3QTFNPMJC6IPJP4EUJKBBCVWQJZZN5,"When I was younger, I would go to school and STUDY","It's raining tomorrow, soI CANNOT GO SCHOOL",yes
A2S96ZZ70YFPSK,3TL87MO8CMPTQ8ATHUAPVSBP9K6FLY,"When I was younger, I would go to school and study hard every night.","It's raining tomorrow, so I will carry an umbrella.",yes
A2SAZ2K1V1WJ0V,32204AGAABCXICNY1T19LLIUTIXHGS,"When I was younger, I would go to school and lake. mountains, swimming pool","It's raining tomorrow, so I wont go outside and spend time with my child",yes
A2SD7GN80U31GW,3E9VAUV7BWEIUG0KPTDNBZ2ULJXAY8,"When I was younger, I would go to school and put my backpack in my locker.","It's raining tomorrow, so I will bring an umbrella with me.",yes
A2SRMCYEJY294T,3OZ4VAIBEXFCRF8JEO3GXZ1JTPPJVO,"When I was younger, I would go to school and always get good grades.","It's raining tomorrow, so I will stay home.",yes
A2STMS163OI8TB,30QQTY5GMKKJU5IH8P4EYNURONG7UG,"When I was younger, I would go to school and wait patiently for the closing time.","It's raining tomorrow, so I will be going out with an umbrella.",yes
A2SXSU80ZWHAZO,374UMBUHN5PA69YOZ1MF9D036K0CTN,"When I was younger, I would go to school and chatted with my friends.","It's raining tomorrow, so surely i'll take leave.",yes
A2T1LNI80EPOQR,3ZQA3IO31BRA6EJINNBWY7BP4HHO1H,"When I was younger, I would go to school and talk to my friends","It's raining tomorrow, so I'm going to stay inside",yes
A2T675UCHNTSSW,33W1NHWFYHLNE29YRF6NKB1OG4BTZX,"When I was younger, I would go to school and learn about many subjects.","It's raining tomorrow, so I will carry an umbrella.",yes
A2TRFQJKZU9NB3,3GONHBMNHVYJ17JEII5BYX6WLUQMZV,"When I was younger, I would go to school and study","It's raining tomorrow, so school leave",no
A2TVJTQ4VXATE6,39RRBHZ0AU12RUDNWA62LTP9DPRVZF,"When I was younger, I would go to school and do my homework.","It's raining tomorrow, so I will bring an umbrella",yes
A2TVJTQ4VXATE6,3UOMW19E6D68L7NYY54H6XUPQHE5CP,"When I was younger, I would go to school and learned my countries history.","It's raining tomorrow, so I will bring an unbrella.",no
A2U45Y0OV3P7D8,34XASH8KLQMPN3H8V9797Z4IBVJPMD,"When I was younger, I would go to school and study with my classmates","It's raining tomorrow, so i would be at home",yes
A2U8QOJRKUCTWG,3I6NF2WGIGWL2J330R00WOF4O965GZ,"When I was younger, I would go to school and hope that I never got bullied by other students.","It's raining tomorrow, so I will have to postpone my plans.",yes
A2UETT92P31OCW,3TCFMTM8HEOWZ7UD0PDZRU8M3CM12P,"When I was younger, I would go to school and complete all my classwork","It's raining tomorrow, so I will go outside and enjoy the sun today",yes
A2UIGDOLX5RV95,3IVEC1GSLPZW53SL7AJRQBU35N81JC,"When I was younger, I would go to school and learn about historical events.","It's raining tomorrow, so I need to take an umbrella with me.",yes
A2UISTPVTDPOOG,33EEIIWHK77TD2CW9ENPU0D58M6VQL,"When I was younger, I would go to school and talk to my friends instead of doing work","It's raining tomorrow, so I am going to stay in the house and relax",yes
A2UZC574AOQP00,3DW3BNF1GHIN7YC0NK6P89S5EGKV8A,"When I was younger, I would go to school and little scared on the first day","It's raining tomorrow, so schools are holiday",no
A2UZC574AOQP00,3XWUWJ18TLQLSGUDLXXP8F8BWYEUU6,"When I was younger, I would go to school and joined music class","It's raining tomorrow, so i will take leave",no
A2V27A9GZA1NR2,3VZYA8PITOYORFSIMPBXBWSOHSH50W,"When I was younger, I would go to school and play with my friends.","It's raining tomorrow, so I'm not driving anywhere.",yes
A2V27A9GZA1NR2,3X0EMNLXEPP8DQBH9180UVNV3QKVPU,"When I was younger, I would go to school and learn very important things.","It's raining tomorrow, so I'll better stay at home.",yes
A2VE2JM0RFYIOU,336OE47KI2KYXZ8ILNMVMPVRWNNVWP,"When I was younger, I would go to school and chess class","It's raining tomorrow, so there is a chance for holiday",no
A2VE2JM0RFYIOU,37VE3DA4YUH1RVFNL79VKARXD55HBB,"When I was younger, I would go to school and play with my friends a lot of time","It's raining tomorrow, so won't go to the park",yes
A2VFEDAK5C1E1O,3YOAVL4CA0H3XHU8CE5FC3PWZ354ZI,"When I was younger, I would go to school and enjoy math class.","It's raining tomorrow, so I will bring an umbrella.",yes
A2VLTSW6CXIUMR,3YD0MU1NC21ZFW4J2KNNYMIXHKOA77,"When I was younger, I would go to school and learn about the world.","It's raining tomorrow, so I will have to remember to bring an umbrella.",yes
A2VNSNAN1LZBAM,3JYPJ2TAYI8JHTPR9M3WC9K9EU7FPW,"When I was younger, I would go to school and sit in my assigned seat.","It's raining tomorrow, so I should remember my umbrella.",yes
A2VTUR86NML1F8,30Z7M1Q8UYK3FA92CPFTCMESS4UA8U,"When I was younger, I would go to school and learn the various subjects","It's raining tomorrow, so we will shop today itself",no
A2VUAAJHX6ROS9,3MJ9GGZYO36STV7DW86S2V1P642A2R,"When I was younger, I would go to school and work on my assignments and play with my friends at recess.","It's raining tomorrow, so I will not be going on my afternoon walk.",yes
A2W121DQXNQK1,3J94SKDEKIPIQZTCY1ZSQ3C7BHQ5DP,"When I was younger, I would go to school and learn different topics such as science and history by my teachers.","It's raining tomorrow, so I'll bring an umbrella, rain boots, and a waterproof jacket so I don't get wet.",yes
A2W5MSZP0O4Y2P,3DFYDSXB2W0CE0JJ9YTB1DZ0FIGJUZ,"When I was younger, I would go to school and listen to the teacher.","It's raining tomorrow, so I will stay inside.",yes
A2WHC086WNUQNB,3VDVA3ILIDFME12KZ4YOTY2NDVR1G8,"When I was younger, I would go to school and learn math and science.","It's raining tomorrow, so I will be sure to bring my umbrella.",yes
A2WJMGV0HKQG3Z,3B9J25CZ25D9R9L9A1HPZ84H41MCSY,"When I was younger, I would go to school and love to learn new things","It's raining tomorrow, so we can't go play golf",yes
A2WVCXVSE0YGML,36FQTHX3Z3RMXN8O6MKTGGQNU0NB3Y,"When I was younger, I would go to school and put forth as little effort as possible to pass.","It's raining tomorrow, so I should pack an umbrella to keep myself dry.",yes
A2WWYVKGZZXBOB,32L724R85LK3RKRHAU9HF6X1UMZPIX,"When I was younger, I would go to school and study to get good grades.","It's raining tomorrow, so I will carry an umbrella with me.",yes
A2XK59FYAFO9EX,308KJXFUJR6MDU1QFNQO3IAF7J4TAW,"When I was younger, I would go to school and study really hard.","It's raining tomorrow, so I need to bring an umbrella.",yes
A2XQ3CFB5HT2ZQ,30Z7M1Q8UYK3FA92CPFTCMEST6K8AN,"When I was younger, I would go to school and bring my backpack and lunch.","It's raining tomorrow, so I must remember my umbrella.",yes
A2Y0WNHMT4PZ4C,3MGHRFQY2LPMT322XRGUMTQHDZAY0Z,"When I was younger, I would go to school and try to learn as much as I could.","It's raining tomorrow, so I will not be able to work in my yard.",yes
A2Y7RA3JIQXV6M,31KSVEGZ34S64SR1C3HLLS6OAFLRWY,"When I was younger, I would go to school and have some spicy foods.","It's raining tomorrow, so come back soon.",yes
A2Y87M8V0N1M6P,306996CF6WKQNKU9JI6ASNBQWG9B16,"When I was younger, I would go to school and ask the teacher a lot of quesitons.","It's raining tomorrow, so I need to buy an umbrella.",yes
